run_name,context,context_dim,context_names,biological_reference,comparison,dataset_subset_seed,generated_sampling_seed,n_dataset_baseline,n_generated_baseline,fmo_logp,dataset_logp_mean,dataset_logp_median,dataset_logp_std,generated_logp_mean,generated_logp_median,generated_logp_std,fmo_percentile_dataset,fmo_descending_rank_dataset,fmo_top_fraction_percent_dataset,fmo_percentile_generated,fmo_descending_rank_generated,fmo_top_fraction_percent_generated,supports_dataset_top5_aux,supports_original_top5_claim,training_best_epoch,training_best_val
nsf_h27_c18_seed0,c18,18,"['eta', 'tau_transfer', 'ipr', 'purity', 'c_l1', 'source_final_pop', 'sink_final_pop', 'rest_final_pop_sorted_0', 'rest_final_pop_sorted_1', 'rest_final_pop_sorted_2', 'rest_final_pop_sorted_3', 'rest_final_pop_sorted_4', 'sink_max_pop', 'sink_argmax_time', 'c_l1_max', 'c_l1_argmax_time', 'purity_final', 'ipr_final']",FMO_Adolphs_Renger,FMO is scored under c_FMO and ranked against both dataset H_i scored under c_FMO and generated H ~ p_theta(H | c_FMO). The generated baseline is the direct check for the original C3 top-likelihood claim.,716,1013687,50000,50000,-83.18179321289062,-80.84073638916016,-80.03294372558594,16.00908660888672,-32.380680084228516,-32.177734375,4.147481918334961,42.186,28908,57.81484370312594,0.0,50001,100.0,False,False,123,19.442337193080355
nsf_h27_c18_seed0,c18,18,"['eta', 'tau_transfer', 'ipr', 'purity', 'c_l1', 'source_final_pop', 'sink_final_pop', 'rest_final_pop_sorted_0', 'rest_final_pop_sorted_1', 'rest_final_pop_sorted_2', 'rest_final_pop_sorted_3', 'rest_final_pop_sorted_4', 'sink_max_pop', 'sink_argmax_time', 'c_l1_max', 'c_l1_argmax_time', 'purity_final', 'ipr_final']",FMO_Adolphs_Renger,FMO is scored under c_FMO and ranked against both dataset H_i scored under c_FMO and generated H ~ p_theta(H | c_FMO). The generated baseline is the direct check for the original C3 top-likelihood claim.,717,1013688,50000,50000,-83.18179321289062,-80.84977722167969,-80.09669494628906,15.934300422668457,-32.41645812988281,-32.18444061279297,4.169992446899414,42.104,28949,57.896842063158736,0.0,50001,100.0,False,False,123,19.442337193080355
nsf_h27_c18_seed0,c18,18,"['eta', 'tau_transfer', 'ipr', 'purity', 'c_l1', 'source_final_pop', 'sink_final_pop', 'rest_final_pop_sorted_0', 'rest_final_pop_sorted_1', 'rest_final_pop_sorted_2', 'rest_final_pop_sorted_3', 'rest_final_pop_sorted_4', 'sink_max_pop', 'sink_argmax_time', 'c_l1_max', 'c_l1_argmax_time', 'purity_final', 'ipr_final']",FMO_Adolphs_Renger,FMO is scored under c_FMO and ranked against both dataset H_i scored under c_FMO and generated H ~ p_theta(H | c_FMO). The generated baseline is the direct check for the original C3 top-likelihood claim.,718,1013689,50000,50000,-83.18179321289062,-80.73880767822266,-79.93695068359375,15.9140043258667,-32.388816833496094,-32.168975830078125,4.156578540802002,41.815999999999995,29093,58.18483630327393,0.0,50001,100.0,False,False,123,19.442337193080355
nsf_h27_c18_seed0,c18,18,"['eta', 'tau_transfer', 'ipr', 'purity', 'c_l1', 'source_final_pop', 'sink_final_pop', 'rest_final_pop_sorted_0', 'rest_final_pop_sorted_1', 'rest_final_pop_sorted_2', 'rest_final_pop_sorted_3', 'rest_final_pop_sorted_4', 'sink_max_pop', 'sink_argmax_time', 'c_l1_max', 'c_l1_argmax_time', 'purity_final', 'ipr_final']",FMO_Adolphs_Renger,FMO is scored under c_FMO and ranked against both dataset H_i scored under c_FMO and generated H ~ p_theta(H | c_FMO). The generated baseline is the direct check for the original C3 top-likelihood claim.,719,1013690,50000,50000,-83.18179321289062,-80.91835021972656,-80.17169952392578,16.050539016723633,-32.401973724365234,-32.17894744873047,4.145564556121826,42.306,28848,57.694846103077936,0.0,50001,100.0,False,False,123,19.442337193080355
nsf_h27_c18_seed0,c18,18,"['eta', 'tau_transfer', 'ipr', 'purity', 'c_l1', 'source_final_pop', 'sink_final_pop', 'rest_final_pop_sorted_0', 'rest_final_pop_sorted_1', 'rest_final_pop_sorted_2', 'rest_final_pop_sorted_3', 'rest_final_pop_sorted_4', 'sink_max_pop', 'sink_argmax_time', 'c_l1_max', 'c_l1_argmax_time', 'purity_final', 'ipr_final']",FMO_Adolphs_Renger,FMO is scored under c_FMO and ranked against both dataset H_i scored under c_FMO and generated H ~ p_theta(H | c_FMO). The generated baseline is the direct check for the original C3 top-likelihood claim.,720,1013691,50000,50000,-83.18179321289062,-80.852783203125,-80.08726501464844,15.937222480773926,-32.40394592285156,-32.20660400390625,4.163579940795898,42.202,28900,57.798844023119536,0.0,50001,100.0,False,False,123,19.442337193080355
nsf_h27_c25_seed0,c25,25,"['eta', 'tau_transfer', 'ipr', 'purity', 'c_l1', 'eig_sorted_0', 'eig_sorted_1', 'eig_sorted_2', 'eig_sorted_3', 'eig_sorted_4', 'eig_sorted_5', 'eig_sorted_6', 'source_final_pop', 'sink_final_pop', 'rest_final_pop_sorted_0', 'rest_final_pop_sorted_1', 'rest_final_pop_sorted_2', 'rest_final_pop_sorted_3', 'rest_final_pop_sorted_4', 'sink_max_pop', 'sink_argmax_time', 'c_l1_max', 'c_l1_argmax_time', 'purity_final', 'ipr_final']",FMO_Adolphs_Renger,FMO is scored under c_FMO and ranked against both dataset H_i scored under c_FMO and generated H ~ p_theta(H | c_FMO). The generated baseline is the direct check for the original C3 top-likelihood claim.,716,1013664,50000,50000,-84.9552230834961,-84.05809020996094,-81.69400787353516,11.626273155212402,-23.070682525634766,-22.90651512145996,4.7489399909973145,33.648,33177,66.35267294654106,0.0,50001,100.0,False,False,227,14.179202427455357
nsf_h27_c25_seed0,c25,25,"['eta', 'tau_transfer', 'ipr', 'purity', 'c_l1', 'eig_sorted_0', 'eig_sorted_1', 'eig_sorted_2', 'eig_sorted_3', 'eig_sorted_4', 'eig_sorted_5', 'eig_sorted_6', 'source_final_pop', 'sink_final_pop', 'rest_final_pop_sorted_0', 'rest_final_pop_sorted_1', 'rest_final_pop_sorted_2', 'rest_final_pop_sorted_3', 'rest_final_pop_sorted_4', 'sink_max_pop', 'sink_argmax_time', 'c_l1_max', 'c_l1_argmax_time', 'purity_final', 'ipr_final']",FMO_Adolphs_Renger,FMO is scored under c_FMO and ranked against both dataset H_i scored under c_FMO and generated H ~ p_theta(H | c_FMO). The generated baseline is the direct check for the original C3 top-likelihood claim.,717,1013665,50000,50000,-84.9552230834961,-84.04141235351562,-81.692626953125,11.624677658081055,-23.095064163208008,-22.91729736328125,4.767382621765137,33.53,33236,66.47067058658827,0.0,50001,100.0,False,False,227,14.179202427455357
nsf_h27_c25_seed0,c25,25,"['eta', 'tau_transfer', 'ipr', 'purity', 'c_l1', 'eig_sorted_0', 'eig_sorted_1', 'eig_sorted_2', 'eig_sorted_3', 'eig_sorted_4', 'eig_sorted_5', 'eig_sorted_6', 'source_final_pop', 'sink_final_pop', 'rest_final_pop_sorted_0', 'rest_final_pop_sorted_1', 'rest_final_pop_sorted_2', 'rest_final_pop_sorted_3', 'rest_final_pop_sorted_4', 'sink_max_pop', 'sink_argmax_time', 'c_l1_max', 'c_l1_argmax_time', 'purity_final', 'ipr_final']",FMO_Adolphs_Renger,FMO is scored under c_FMO and ranked against both dataset H_i scored under c_FMO and generated H ~ p_theta(H | c_FMO). The generated baseline is the direct check for the original C3 top-likelihood claim.,718,1013666,50000,50000,-84.9552230834961,-84.04720306396484,-81.72415924072266,11.625171661376953,-23.08449935913086,-22.914962768554688,4.7012834548950195,33.668,33167,66.33267334653307,0.0,50001,100.0,False,False,227,14.179202427455357
nsf_h27_c25_seed0,c25,25,"['eta', 'tau_transfer', 'ipr', 'purity', 'c_l1', 'eig_sorted_0', 'eig_sorted_1', 'eig_sorted_2', 'eig_sorted_3', 'eig_sorted_4', 'eig_sorted_5', 'eig_sorted_6', 'source_final_pop', 'sink_final_pop', 'rest_final_pop_sorted_0', 'rest_final_pop_sorted_1', 'rest_final_pop_sorted_2', 'rest_final_pop_sorted_3', 'rest_final_pop_sorted_4', 'sink_max_pop', 'sink_argmax_time', 'c_l1_max', 'c_l1_argmax_time', 'purity_final', 'ipr_final']",FMO_Adolphs_Renger,FMO is scored under c_FMO and ranked against both dataset H_i scored under c_FMO and generated H ~ p_theta(H | c_FMO). The generated baseline is the direct check for the original C3 top-likelihood claim.,719,1013667,50000,50000,-84.9552230834961,-84.08547973632812,-81.69389343261719,11.642070770263672,-23.075695037841797,-22.890233993530273,4.731922626495361,33.878,33062,66.12267754644907,0.0,50001,100.0,False,False,227,14.179202427455357
nsf_h27_c25_seed0,c25,25,"['eta', 'tau_transfer', 'ipr', 'purity', 'c_l1', 'eig_sorted_0', 'eig_sorted_1', 'eig_sorted_2', 'eig_sorted_3', 'eig_sorted_4', 'eig_sorted_5', 'eig_sorted_6', 'source_final_pop', 'sink_final_pop', 'rest_final_pop_sorted_0', 'rest_final_pop_sorted_1', 'rest_final_pop_sorted_2', 'rest_final_pop_sorted_3', 'rest_final_pop_sorted_4', 'sink_max_pop', 'sink_argmax_time', 'c_l1_max', 'c_l1_argmax_time', 'purity_final', 'ipr_final']",FMO_Adolphs_Renger,FMO is scored under c_FMO and ranked against both dataset H_i scored under c_FMO and generated H ~ p_theta(H | c_FMO). The generated baseline is the direct check for the original C3 top-likelihood claim.,720,1013668,50000,50000,-84.9552230834961,-84.00154876708984,-81.67501831054688,11.522378921508789,-23.07839012145996,-22.923654556274414,4.729465007781982,33.62,33191,66.38067238655226,0.0,50001,100.0,False,False,227,14.179202427455357
nsf_h27_c26_seed0,c26,26,"['eta', 'tau_transfer', 'ipr', 'purity', 'c_l1', 'pop_tidx1_site1', 'pop_tidx1_site2', 'pop_tidx1_site3', 'pop_tidx1_site4', 'pop_tidx1_site5', 'pop_tidx1_site6', 'pop_tidx1_site7', 'pop_tidx3_site1', 'pop_tidx3_site2', 'pop_tidx3_site3', 'pop_tidx3_site4', 'pop_tidx3_site5', 'pop_tidx3_site6', 'pop_tidx3_site7', 'pop_tidx4_site1', 'pop_tidx4_site2', 'pop_tidx4_site3', 'pop_tidx4_site4', 'pop_tidx4_site5', 'pop_tidx4_site6', 'pop_tidx4_site7']",FMO_Adolphs_Renger,FMO is scored under c_FMO and ranked against both dataset H_i scored under c_FMO and generated H ~ p_theta(H | c_FMO). The generated baseline is the direct check for the original C3 top-likelihood claim.,716,1013675,50000,50000,-29.678884506225586,-76.06327819824219,-74.53975677490234,18.736032485961914,-24.27774429321289,-23.985393524169922,4.283190727233887,99.932,35,0.06999860002799944,10.924,44539,89.07621847563048,True,False,291,8.909426060267856
nsf_h27_c26_seed0,c26,26,"['eta', 'tau_transfer', 'ipr', 'purity', 'c_l1', 'pop_tidx1_site1', 'pop_tidx1_site2', 'pop_tidx1_site3', 'pop_tidx1_site4', 'pop_tidx1_site5', 'pop_tidx1_site6', 'pop_tidx1_site7', 'pop_tidx3_site1', 'pop_tidx3_site2', 'pop_tidx3_site3', 'pop_tidx3_site4', 'pop_tidx3_site5', 'pop_tidx3_site6', 'pop_tidx3_site7', 'pop_tidx4_site1', 'pop_tidx4_site2', 'pop_tidx4_site3', 'pop_tidx4_site4', 'pop_tidx4_site5', 'pop_tidx4_site6', 'pop_tidx4_site7']",FMO_Adolphs_Renger,FMO is scored under c_FMO and ranked against both dataset H_i scored under c_FMO and generated H ~ p_theta(H | c_FMO). The generated baseline is the direct check for the original C3 top-likelihood claim.,717,1013676,50000,50000,-29.678884506225586,-76.10194396972656,-74.55856323242188,18.594694137573242,-24.309349060058594,-24.035327911376953,4.265876770019531,99.922,40,0.07999840003199936,10.892,44555,89.10821783564329,True,False,291,8.909426060267856
nsf_h27_c26_seed0,c26,26,"['eta', 'tau_transfer', 'ipr', 'purity', 'c_l1', 'pop_tidx1_site1', 'pop_tidx1_site2', 'pop_tidx1_site3', 'pop_tidx1_site4', 'pop_tidx1_site5', 'pop_tidx1_site6', 'pop_tidx1_site7', 'pop_tidx3_site1', 'pop_tidx3_site2', 'pop_tidx3_site3', 'pop_tidx3_site4', 'pop_tidx3_site5', 'pop_tidx3_site6', 'pop_tidx3_site7', 'pop_tidx4_site1', 'pop_tidx4_site2', 'pop_tidx4_site3', 'pop_tidx4_site4', 'pop_tidx4_site5', 'pop_tidx4_site6', 'pop_tidx4_site7']",FMO_Adolphs_Renger,FMO is scored under c_FMO and ranked against both dataset H_i scored under c_FMO and generated H ~ p_theta(H | c_FMO). The generated baseline is the direct check for the original C3 top-likelihood claim.,718,1013677,50000,50000,-29.678884506225586,-75.97322845458984,-74.32814025878906,18.563880920410156,-24.274459838867188,-24.015304565429688,4.285035610198975,99.92999999999999,36,0.07199856002879942,10.666,44668,89.33421331573369,True,False,291,8.909426060267856
nsf_h27_c26_seed0,c26,26,"['eta', 'tau_transfer', 'ipr', 'purity', 'c_l1', 'pop_tidx1_site1', 'pop_tidx1_site2', 'pop_tidx1_site3', 'pop_tidx1_site4', 'pop_tidx1_site5', 'pop_tidx1_site6', 'pop_tidx1_site7', 'pop_tidx3_site1', 'pop_tidx3_site2', 'pop_tidx3_site3', 'pop_tidx3_site4', 'pop_tidx3_site5', 'pop_tidx3_site6', 'pop_tidx3_site7', 'pop_tidx4_site1', 'pop_tidx4_site2', 'pop_tidx4_site3', 'pop_tidx4_site4', 'pop_tidx4_site5', 'pop_tidx4_site6', 'pop_tidx4_site7']",FMO_Adolphs_Renger,FMO is scored under c_FMO and ranked against both dataset H_i scored under c_FMO and generated H ~ p_theta(H | c_FMO). The generated baseline is the direct check for the original C3 top-likelihood claim.,719,1013678,50000,50000,-29.678884506225586,-76.05664825439453,-74.38027954101562,18.565622329711914,-24.304340362548828,-24.022705078125,4.262686252593994,99.936,33,0.06599868002639947,10.788,44607,89.21221575568488,True,False,291,8.909426060267856
nsf_h27_c26_seed0,c26,26,"['eta', 'tau_transfer', 'ipr', 'purity', 'c_l1', 'pop_tidx1_site1', 'pop_tidx1_site2', 'pop_tidx1_site3', 'pop_tidx1_site4', 'pop_tidx1_site5', 'pop_tidx1_site6', 'pop_tidx1_site7', 'pop_tidx3_site1', 'pop_tidx3_site2', 'pop_tidx3_site3', 'pop_tidx3_site4', 'pop_tidx3_site5', 'pop_tidx3_site6', 'pop_tidx3_site7', 'pop_tidx4_site1', 'pop_tidx4_site2', 'pop_tidx4_site3', 'pop_tidx4_site4', 'pop_tidx4_site5', 'pop_tidx4_site6', 'pop_tidx4_site7']",FMO_Adolphs_Renger,FMO is scored under c_FMO and ranked against both dataset H_i scored under c_FMO and generated H ~ p_theta(H | c_FMO). The generated baseline is the direct check for the original C3 top-likelihood claim.,720,1013679,50000,50000,-29.678884506225586,-75.88153076171875,-74.25454711914062,18.60141372680664,-24.24901580810547,-23.968921661376953,4.278109550476074,99.922,40,0.07999840003199936,10.702,44650,89.29821403571928,True,False,291,8.909426060267856
nsf_h27_c33_seed0,c33,33,"['eta', 'tau_transfer', 'ipr', 'purity', 'c_l1', 'eig_sorted_0', 'eig_sorted_1', 'eig_sorted_2', 'eig_sorted_3', 'eig_sorted_4', 'eig_sorted_5', 'eig_sorted_6', 'pop_tidx1_site1', 'pop_tidx1_site2', 'pop_tidx1_site3', 'pop_tidx1_site4', 'pop_tidx1_site5', 'pop_tidx1_site6', 'pop_tidx1_site7', 'pop_tidx3_site1', 'pop_tidx3_site2', 'pop_tidx3_site3', 'pop_tidx3_site4', 'pop_tidx3_site5', 'pop_tidx3_site6', 'pop_tidx3_site7', 'pop_tidx4_site1', 'pop_tidx4_site2', 'pop_tidx4_site3', 'pop_tidx4_site4', 'pop_tidx4_site5', 'pop_tidx4_site6', 'pop_tidx4_site7']",FMO_Adolphs_Renger,FMO is scored under c_FMO and ranked against both dataset H_i scored under c_FMO and generated H ~ p_theta(H | c_FMO). The generated baseline is the direct check for the original C3 top-likelihood claim.,716,1013652,50000,50000,-30.705062866210938,-69.23161315917969,-65.89100646972656,20.24164581298828,-22.931650161743164,-22.931838989257812,4.840384006500244,99.764,119,0.23799524009519812,5.378,47312,94.62210755784885,True,False,318,6.116314383370535
nsf_h27_c33_seed0,c33,33,"['eta', 'tau_transfer', 'ipr', 'purity', 'c_l1', 'eig_sorted_0', 'eig_sorted_1', 'eig_sorted_2', 'eig_sorted_3', 'eig_sorted_4', 'eig_sorted_5', 'eig_sorted_6', 'pop_tidx1_site1', 'pop_tidx1_site2', 'pop_tidx1_site3', 'pop_tidx1_site4', 'pop_tidx1_site5', 'pop_tidx1_site6', 'pop_tidx1_site7', 'pop_tidx3_site1', 'pop_tidx3_site2', 'pop_tidx3_site3', 'pop_tidx3_site4', 'pop_tidx3_site5', 'pop_tidx3_site6', 'pop_tidx3_site7', 'pop_tidx4_site1', 'pop_tidx4_site2', 'pop_tidx4_site3', 'pop_tidx4_site4', 'pop_tidx4_site5', 'pop_tidx4_site6', 'pop_tidx4_site7']",FMO_Adolphs_Renger,FMO is scored under c_FMO and ranked against both dataset H_i scored under c_FMO and generated H ~ p_theta(H | c_FMO). The generated baseline is the direct check for the original C3 top-likelihood claim.,717,1013653,50000,50000,-30.705062866210938,-69.26439666748047,-66.04529571533203,20.069793701171875,-22.95194435119629,-22.94332504272461,4.845876693725586,99.762,120,0.23999520009599806,5.57,47216,94.43011139777204,True,False,318,6.116314383370535
nsf_h27_c33_seed0,c33,33,"['eta', 'tau_transfer', 'ipr', 'purity', 'c_l1', 'eig_sorted_0', 'eig_sorted_1', 'eig_sorted_2', 'eig_sorted_3', 'eig_sorted_4', 'eig_sorted_5', 'eig_sorted_6', 'pop_tidx1_site1', 'pop_tidx1_site2', 'pop_tidx1_site3', 'pop_tidx1_site4', 'pop_tidx1_site5', 'pop_tidx1_site6', 'pop_tidx1_site7', 'pop_tidx3_site1', 'pop_tidx3_site2', 'pop_tidx3_site3', 'pop_tidx3_site4', 'pop_tidx3_site5', 'pop_tidx3_site6', 'pop_tidx3_site7', 'pop_tidx4_site1', 'pop_tidx4_site2', 'pop_tidx4_site3', 'pop_tidx4_site4', 'pop_tidx4_site5', 'pop_tidx4_site6', 'pop_tidx4_site7']",FMO_Adolphs_Renger,FMO is scored under c_FMO and ranked against both dataset H_i scored under c_FMO and generated H ~ p_theta(H | c_FMO). The generated baseline is the direct check for the original C3 top-likelihood claim.,718,1013654,50000,50000,-30.705062866210938,-69.151123046875,-65.99472045898438,20.14779281616211,-22.99728012084961,-22.95708465576172,4.846421718597412,99.76,121,0.24199516009679808,5.648000000000001,47177,94.35211295774084,True,False,318,6.116314383370535
nsf_h27_c33_seed0,c33,33,"['eta', 'tau_transfer', 'ipr', 'purity', 'c_l1', 'eig_sorted_0', 'eig_sorted_1', 'eig_sorted_2', 'eig_sorted_3', 'eig_sorted_4', 'eig_sorted_5', 'eig_sorted_6', 'pop_tidx1_site1', 'pop_tidx1_site2', 'pop_tidx1_site3', 'pop_tidx1_site4', 'pop_tidx1_site5', 'pop_tidx1_site6', 'pop_tidx1_site7', 'pop_tidx3_site1', 'pop_tidx3_site2', 'pop_tidx3_site3', 'pop_tidx3_site4', 'pop_tidx3_site5', 'pop_tidx3_site6', 'pop_tidx3_site7', 'pop_tidx4_site1', 'pop_tidx4_site2', 'pop_tidx4_site3', 'pop_tidx4_site4', 'pop_tidx4_site5', 'pop_tidx4_site6', 'pop_tidx4_site7']",FMO_Adolphs_Renger,FMO is scored under c_FMO and ranked against both dataset H_i scored under c_FMO and generated H ~ p_theta(H | c_FMO). The generated baseline is the direct check for the original C3 top-likelihood claim.,719,1013655,50000,50000,-30.705062866210938,-69.3322982788086,-66.05419158935547,20.19028091430664,-22.935787200927734,-22.944869995117188,4.805800914764404,99.806,98,0.19599608007839844,5.312,47345,94.68810623787525,True,False,318,6.116314383370535
nsf_h27_c33_seed0,c33,33,"['eta', 'tau_transfer', 'ipr', 'purity', 'c_l1', 'eig_sorted_0', 'eig_sorted_1', 'eig_sorted_2', 'eig_sorted_3', 'eig_sorted_4', 'eig_sorted_5', 'eig_sorted_6', 'pop_tidx1_site1', 'pop_tidx1_site2', 'pop_tidx1_site3', 'pop_tidx1_site4', 'pop_tidx1_site5', 'pop_tidx1_site6', 'pop_tidx1_site7', 'pop_tidx3_site1', 'pop_tidx3_site2', 'pop_tidx3_site3', 'pop_tidx3_site4', 'pop_tidx3_site5', 'pop_tidx3_site6', 'pop_tidx3_site7', 'pop_tidx4_site1', 'pop_tidx4_site2', 'pop_tidx4_site3', 'pop_tidx4_site4', 'pop_tidx4_site5', 'pop_tidx4_site6', 'pop_tidx4_site7']",FMO_Adolphs_Renger,FMO is scored under c_FMO and ranked against both dataset H_i scored under c_FMO and generated H ~ p_theta(H | c_FMO). The generated baseline is the direct check for the original C3 top-likelihood claim.,720,1013656,50000,50000,-30.705062866210938,-69.06501770019531,-65.89398956298828,20.047636032104492,-22.925430297851562,-22.900371551513672,4.872039318084717,99.74199999999999,130,0.25999480010399795,5.694,47154,94.30611387772244,True,False,318,6.116314383370535
